aula_10_LO_QUE_HEMOS_HECHO,además,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,ahora,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,aquí,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,bastante,3,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,detenidamente,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,directamente,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,entonces,3,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,luego,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,mucho,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,más,3,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,normalmente,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,por_lo_menos,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,primero,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,realmente,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,seguramente,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,siempre,2,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,sólo,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,también,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,ya,2,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,yyy,1,adverb,general
aula_10_LO_QUE_HEMOS_HECHO,no,3,adverb,negative
aula_10_ORDENADOR_DE_TRES_FUNCIONES,ahora,5,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,ahí,2,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,aquí,4,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,bien,2,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,entonces,2,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,luego,1,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,mucho,1,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,por_ejemplo,3,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,solamente,2,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,sí,5,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,sólo,1,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,ya,1,adverb,general
aula_10_ORDENADOR_DE_TRES_FUNCIONES,yyy,3,adverb,general
