aula_10_LO_QUE_HEMOS_HECHO,el,5,determiner,article,n/a,n/a,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,el,2,determiner,article,n/a,feminine,plural,n/a
aula_10_LO_QUE_HEMOS_HECHO,el,6,determiner,article,n/a,feminine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,el,4,determiner,article,n/a,masculine,plural,n/a
aula_10_LO_QUE_HEMOS_HECHO,el,12,determiner,article,n/a,masculine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,este,1,determiner,demonstrative,n/a,feminine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,este,3,determiner,demonstrative,n/a,masculine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,mucho,3,determiner,indefinite,n/a,feminine,plural,n/a
aula_10_LO_QUE_HEMOS_HECHO,alguno,1,determiner,indefinite,n/a,feminine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,otro,1,determiner,indefinite,n/a,feminine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,uno,3,determiner,indefinite,n/a,feminine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,otro,2,determiner,indefinite,n/a,masculine,plural,n/a
aula_10_LO_QUE_HEMOS_HECHO,todo,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_10_LO_QUE_HEMOS_HECHO,uno,6,determiner,indefinite,n/a,masculine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,el,8,determiner,article,n/a,n/a,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,el,1,determiner,article,n/a,feminine,plural,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,el,11,determiner,article,n/a,feminine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,el,9,determiner,article,n/a,masculine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,este,5,determiner,demonstrative,n/a,feminine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,este,1,determiner,demonstrative,n/a,masculine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,cada,1,determiner,indefinite,n/a,common,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,mucho,1,determiner,indefinite,n/a,feminine,plural,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,otro,1,determiner,indefinite,n/a,feminine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,uno,3,determiner,indefinite,n/a,feminine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,otro,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,todo,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_10_ORDENADOR_DE_TRES_FUNCIONES,vuestro,1,determiner,possessive,n/a,masculine,singular,plural
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,el,1,determiner,article,n/a,n/a,singular,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,el,2,determiner,article,n/a,feminine,plural,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,el,7,determiner,article,n/a,feminine,singular,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,el,2,determiner,article,n/a,masculine,plural,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,el,8,determiner,article,n/a,masculine,singular,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,ese,1,determiner,demonstrative,n/a,feminine,plural,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,tanto,1,determiner,indefinite,n/a,masculine,plural,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,uno,2,determiner,indefinite,n/a,masculine,singular,n/a
aula_10_SIN_SABER_PARA_LO_QUE_SIRVE,su,1,determiner,possessive,n/a,common,plural,invariable
aula_20_EXPONE_DOAA,el,6,determiner,article,n/a,n/a,singular,n/a
aula_20_EXPONE_DOAA,el,4,determiner,article,n/a,feminine,plural,n/a
aula_20_EXPONE_DOAA,el,24,determiner,article,n/a,feminine,singular,n/a
aula_20_EXPONE_DOAA,el,6,determiner,article,n/a,masculine,plural,n/a
aula_20_EXPONE_DOAA,el,52,determiner,article,n/a,masculine,singular,n/a
aula_20_EXPONE_DOAA,este,1,determiner,demonstrative,n/a,feminine,singular,n/a
aula_20_EXPONE_DOAA,este,1,determiner,demonstrative,n/a,masculine,plural,n/a
aula_20_EXPONE_DOAA,este,5,determiner,demonstrative,n/a,masculine,singular,n/a
aula_20_EXPONE_DOAA,mucho,1,determiner,indefinite,n/a,feminine,plural,n/a
aula_20_EXPONE_DOAA,uno,10,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_EXPONE_DOAA,todo,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_EXPONE_DOAA,uno,15,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_EXPONE_DOAA,su,2,determiner,possessive,n/a,common,singular,invariable
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,el,1,determiner,article,n/a,feminine,singular,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,el,5,determiner,article,n/a,masculine,singular,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,este,1,determiner,demonstrative,n/a,feminine,plural,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,este,1,determiner,demonstrative,n/a,masculine,singular,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,alguno,1,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,uno,3,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_FALTAS_TU_Y_TRABAJAR_EN_ESTO,todo,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,el,4,determiner,article,n/a,n/a,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,el,1,determiner,article,n/a,feminine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,el,8,determiner,article,n/a,feminine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,el,3,determiner,article,n/a,masculine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,el,9,determiner,article,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,este,1,determiner,demonstrative,n/a,feminine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,demás,1,determiner,indefinite,n/a,common,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,otro,1,determiner,indefinite,n/a,feminine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,uno,1,determiner,indefinite,n/a,feminine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,uno,3,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,mucho,1,determiner,indefinite,n/a,masculine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,otro,1,determiner,indefinite,n/a,masculine,plural,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,otro,1,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,uno,3,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_ANA_Y_CORPUS,nuestro,1,determiner,possessive,n/a,masculine,singular,plural
aula_20_SE_PRESENTA_LEO,el,1,determiner,article,n/a,n/a,singular,n/a
aula_20_SE_PRESENTA_LEO,el,2,determiner,article,n/a,feminine,plural,n/a
aula_20_SE_PRESENTA_LEO,el,4,determiner,article,n/a,feminine,singular,n/a
aula_20_SE_PRESENTA_LEO,el,2,determiner,article,n/a,masculine,plural,n/a
aula_20_SE_PRESENTA_LEO,el,6,determiner,article,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_LEO,este,1,determiner,demonstrative,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_LEO,otro,1,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_SE_PRESENTA_LEO,uno,3,determiner,indefinite,n/a,feminine,singular,n/a
aula_20_SE_PRESENTA_LEO,uno,2,determiner,indefinite,n/a,masculine,singular,n/a
aula_20_SE_PRESENTA_LEO,su,1,determiner,possessive,n/a,common,singular,invariable
aula_20_SOBRE_EL_MARCO,el,14,determiner,article,n/a,n/a,singular,n/a
aula_20_SOBRE_EL_MARCO,el,6,determiner,article,n/a,feminine,plural,n/a
aula_20_SOBRE_EL_MARCO,el,7,determiner,article,n/a,feminine,singular,n/a
aula_20_SOBRE_EL_MARCO,el,2,determiner,article,n/a,masculine,plural,n/a
aula_20_SOBRE_EL_MARCO,el,23,determiner,article,n/a,masculine,singular,n/a
aula_20_SOBRE_EL_MARCO,tal,1,determiner,demonstrative,n/a,common,singular,n/a
